iter	Logloss
228	0.1235724966
229	0.1232005906
230	0.1226795292
231	0.1222085437
232	0.1218319817
233	0.1212874804
234	0.120688323
235	0.1202311988
236	0.1197536091
237	0.1193814393
238	0.1188320362
239	0.1184055053
240	0.1178780182
241	0.1173498534
242	0.1169179149
243	0.1163643397
244	0.1160527576
245	0.1155568521
246	0.1152025625
247	0.1147452767
248	0.1144082433
249	0.1140576898
250	0.1136947638
251	0.1132906393
252	0.1128533894
253	0.1123887478
254	0.1120350397
255	0.1115469076
256	0.1109939376
257	0.1105626251
258	0.1102088881
259	0.1097594449
260	0.1093610741
261	0.1087794054
262	0.1085382944
263	0.108063247
264	0.1077515738
265	0.1073139978
266	0.1068316096
267	0.1063712344
268	0.10614799
269	0.1057914422
270	0.1054803344
271	0.1050833775
272	0.1046813868
273	0.1041932914
274	0.1037144083
275	0.1032119497
276	0.1028439398
277	0.1025019019
278	0.1022191125
279	0.1018235061
280	0.101492152
281	0.1011999662
282	0.1006275547
283	0.1003454551
284	0.1000292287
285	0.09965002692
286	0.0992616539
287	0.09889871208
288	0.09861005847
289	0.09860847815
290	0.09815288222
291	0.09787104432
292	0.09746741126
293	0.09718088634
294	0.09673793905
295	0.0964321723
296	0.09604835854
297	0.09582968368
298	0.09553288351
299	0.09503740338
300	0.09470451942
301	0.09437547465
302	0.09408380961
303	0.09370985393
304	0.09345629133
305	0.09304792611
306	0.09283036502
307	0.09257731551
308	0.09231434823
309	0.09206127524
310	0.09169306041
311	0.09128074699
312	0.09101475291
313	0.09068635254
314	0.09038970608
315	0.09003807544
316	0.08998787546
317	0.08953619667
318	0.08926653651
319	0.08886577473
320	0.08846544799
321	0.08813684072
322	0.0878510578
323	0.0873765881
324	0.08709765694
325	0.08677301716
326	0.08642026937
327	0.08607485386
328	0.08566707461
329	0.08535493149
330	0.0850770682
331	0.08482307637
332	0.08455942579
333	0.08429838143
334	0.08410372386
335	0.08378617325
336	0.08360841845
337	0.08333563208
338	0.08304616018
339	0.08270223482
340	0.08229452942
341	0.08193536626
342	0.08162052423
343	0.08131300368
344	0.08111447518
345	0.08085569358
346	0.08057705617
347	0.08032748287
348	0.08007916387
349	0.07981461498
350	0.0796091901
351	0.07942769318
352	0.07905731371
353	0.07868054546
354	0.07841522302
355	0.07823930643
356	0.07797048772
357	0.07782170072
358	0.0774510675
359	0.07714224718
360	0.07679230195
361	0.0765434598
362	0.07629926809
363	0.07607084796
364	0.07577990726
365	0.07551794972
366	0.07534416184
367	0.07516480365
368	0.07493224914
369	0.0747626728
370	0.07450762625
371	0.07422612594
372	0.07403639806
373	0.0737514608
374	0.07354024615
375	0.07330395012
376	0.07317614593
377	0.07288191115
378	0.0726792679
379	0.07243389988
380	0.07226120252
381	0.07202574036
382	0.07175136039
383	0.07153365264
384	0.07139949252
385	0.07116219351
386	0.07091167567
387	0.07072061376
388	0.07057451714
389	0.0703513734
390	0.07016627803
391	0.06989439888
392	0.06973951414
393	0.06953580603
394	0.06927439805
395	0.06907871883
396	0.06888617875
397	0.0687912446
398	0.06860951042
399	0.06831575643
400	0.068140347
401	0.06800388412
402	0.06789155629
403	0.06768189556
404	0.06749609322
405	0.06726446381
406	0.0670657981
407	0.06690175556
408	0.06671621324
409	0.06656923871
410	0.0663870563
411	0.06618877771
412	0.06601385234
413	0.06578662887
414	0.06565569556
415	0.06546136992
416	0.06530596399
417	0.06513917343
418	0.06498964042
419	0.06473889958
420	0.0645468873
421	0.06436486217
422	0.06413090984
423	0.06400219884
424	0.06379369222
425	0.06362081787
426	0.06339292035
427	0.06324110112
428	0.06306390989
429	0.062897344
430	0.06276356167
431	0.06245313727
432	0.06234795039
433	0.0621971385
434	0.06201382881
435	0.06186611216
436	0.06166009972
437	0.06145924291
438	0.06129142714
439	0.06108602707
440	0.06087962952
441	0.06071347738
442	0.06049290146
443	0.0603372388
444	0.06010658833
445	0.0599700842
446	0.05977266603
447	0.05959191655
448	0.05945057972
449	0.05916785474
450	0.05898956715
451	0.05881668277
452	0.05858410013
453	0.05844968449
454	0.05831894023
455	0.05815856531
456	0.05796383869
457	0.05788618247
458	0.0577522507
459	0.05760302895
460	0.05742881697
461	0.05731484235
462	0.05715926835
463	0.05697927563
464	0.05681834681
465	0.05674106752
466	0.05663844856
467	0.05641604674
468	0.05628883545
469	0.0561138851
470	0.05599922387
471	0.05583601289
472	0.05566375791
473	0.05551186774
474	0.05542181437
475	0.05527747742
476	0.0551294474
477	0.05512533977
478	0.05496095856
479	0.05480939693
480	0.05459048614
481	0.05447374182
482	0.05434649027
483	0.05421927552
484	0.05412423259
485	0.05402874933
486	0.05384838625
487	0.0537362068
488	0.053600914
489	0.05346710519
490	0.05326696722
491	0.05314002424
492	0.05305611562
493	0.05293937595
494	0.05276050627
495	0.05264561262
496	0.05249667542
497	0.05236864335
498	0.05224673627
499	0.05213271397
500	0.05194008227
501	0.05179335992
502	0.051662788
503	0.05157930346
504	0.0514328321
505	0.05132234816
506	0.05119908594
507	0.05111284743
508	0.05102697846
509	0.05092138325
510	0.05072505214
511	0.05061434029
512	0.05037498443
513	0.05027045369
514	0.05013187733
515	0.05003922202
516	0.04993723807
517	0.04981788794
518	0.04974360474
519	0.04958602821
520	0.04945766335
521	0.04935282268
522	0.04921789247
523	0.04909416964
524	0.04892725762
525	0.04879954373
526	0.0486528692
527	0.04856990489
528	0.04843275598
529	0.04829483803
530	0.0481571291
531	0.04802160975
532	0.0479258898
533	0.04778744604
534	0.04761668804
535	0.04750960705
536	0.04737818117
537	0.04725400779
538	0.04711480539
539	0.04698218662
540	0.04681971033
541	0.04667921734
542	0.0465404874
543	0.04640466276
544	0.04627955457
545	0.04616175853
546	0.0460736464
547	0.04593170056
548	0.04577186401
549	0.04566341473
550	0.04555138148
551	0.04543443067
552	0.04532663271
553	0.04516784608
554	0.04506691578
555	0.04496560326
556	0.04480640302
557	0.04471388489
558	0.04463126363
559	0.04448469022
560	0.04434767241
561	0.04423226631
562	0.04415398988
563	0.04406787793
564	0.04396732412
565	0.04388128986
566	0.04374719088
567	0.04361299526
568	0.04349409204
569	0.04336273564
570	0.04319811979
571	0.04311391196
572	0.04299434036
573	0.04288753461
574	0.0428041193
575	0.04268214057
576	0.04261267677
577	0.04249857786
578	0.04242069061
579	0.04233368229
580	0.04226069403
581	0.04214951635
582	0.04200878485
583	0.04191120212
584	0.04181282988
585	0.04171070904
586	0.04163763517
587	0.04153955841
588	0.04145694045
589	0.0413222035
590	0.04116837239
591	0.0410698562
592	0.04096457958
593	0.04089690023
594	0.04078126346
595	0.04065259384
596	0.04055384732
597	0.04047463495
598	0.04037365363
599	0.04027981223
600	0.04016270534
601	0.04004853644
602	0.03995846763
603	0.0398381873
604	0.03974662207
605	0.0396327967
606	0.03954179378
607	0.03943041591
608	0.03932946114
609	0.03919352692
610	0.03907697542
611	0.03899493888
612	0.03889461102
613	0.03881137174
614	0.03870650004
615	0.03858622173
616	0.03850152514
617	0.03841816399
618	0.03831691917
619	0.03820565897
620	0.03810323332
621	0.03804909083
622	0.03793548339
623	0.03781363702
624	0.03772362247
625	0.03763104676
626	0.03755402717
627	0.03744888668
628	0.03734424246
629	0.0372793935
630	0.03720613145
631	0.03714685663
632	0.0370611514
633	0.03697106606
634	0.03686274188
635	0.03680522132
636	0.03672570487
637	0.03664821532
638	0.0365755729
639	0.03649777988
640	0.03642386514
641	0.03634875525
642	0.03628113082
643	0.03613806317
644	0.0360563728
645	0.03597958109
646	0.03587987948
647	0.03581737896
648	0.03574416326
649	0.03566043141
650	0.0355573541
651	0.03545931911
652	0.03538546588
653	0.03529050933
654	0.03519403619
655	0.03511383894
656	0.03502047868
657	0.03494645407
658	0.03487775638
659	0.03481018801
660	0.03473470096
661	0.03463579279
662	0.03455978523
663	0.03448204361
664	0.0344110899
665	0.03433789123
666	0.03426496033
667	0.03419164118
668	0.03412222868
669	0.03406045127
670	0.03399750271
671	0.03392860821
672	0.03384830414
673	0.03373635182
674	0.03361883059
675	0.03352178098
676	0.03347153
677	0.03342135964
678	0.03333292773
679	0.03326471242
680	0.03319993142
681	0.03312731467
682	0.03303730939
683	0.03294434219
684	0.03286469075
685	0.03278776916
686	0.03272427516
687	0.03262413492
688	0.03256191681
689	0.03248079123
690	0.03239893804
691	0.03233024321
692	0.03225663652
693	0.03217795654
694	0.03209897352
695	0.03200966003
696	0.03192507884
697	0.0318586101
698	0.0317955538
699	0.03170999473
700	0.03164576395
701	0.03155814543
702	0.03148529821
703	0.03141342894
704	0.03134929114
705	0.03128625482
706	0.03124296283
707	0.03118032004
708	0.03108886215
709	0.03102556449
710	0.03096588392
711	0.03087219805
712	0.03080701636
713	0.03073805074
714	0.03066604304
715	0.03057789234
716	0.03051711915
717	0.03047287977
718	0.03043266253
719	0.03035008188
720	0.03028422984
721	0.03020967423
722	0.03014804601
723	0.03008696245
724	0.03003947764
725	0.02998727
726	0.02991431797
727	0.02985703865
728	0.02979308743
729	0.02973547571
730	0.02967135606
731	0.02961543562
732	0.02955608791
733	0.02947847715
734	0.02942768349
735	0.02936534956
736	0.02930768181
737	0.02924480095
738	0.02920055592
739	0.02913232399
740	0.0290790854
741	0.02900144102
742	0.02894903519
743	0.0288895858
744	0.02882432619
745	0.02877349219
746	0.02871521145
747	0.02866836421
748	0.02860593838
749	0.02855959469
750	0.02852096286
751	0.02845768958
752	0.02841379196
753	0.0283527177
754	0.02827978332
755	0.02822672538
756	0.02815552681
757	0.02810123721
758	0.02805698706
759	0.02801073575
760	0.02796736291
761	0.02791309038
762	0.02785554108
763	0.0278091474
764	0.02775661055
765	0.02767608529
766	0.02762574097
767	0.02755929856
768	0.02751784911
769	0.0274765146
770	0.02744082362
771	0.0273902426
772	0.02733850069
773	0.02728013083
774	0.02722205699
775	0.02715795117
776	0.02710629505
777	0.0270540908
778	0.02700064923
779	0.02695029976
780	0.02688568237
781	0.02683692569
782	0.02679743718
783	0.02674187082
784	0.02667979475
785	0.02663256394
786	0.02656535649
787	0.02651603726
788	0.02646749057
789	0.02641875106
790	0.02636859602
791	0.02630877196
792	0.02624098
793	0.02619358585
794	0.02614320347
795	0.02608568415
796	0.02602382325
797	0.0259770593
798	0.02593461705
799	0.02589092112
800	0.02582552101
801	0.02578746219
802	0.02572231069
803	0.02568577635
804	0.02563797951
805	0.02559101986
806	0.02555171087
807	0.02550499241
808	0.02544169431
809	0.02539125428
810	0.02534130462
811	0.02530588861
812	0.02527086862
813	0.02522547431
814	0.02519093778
815	0.02513596892
816	0.02509534972
817	0.02504139411
818	0.02498843693
819	0.02495156562
820	0.02490062182
821	0.02485677132
822	0.0248136392
823	0.02476945317
824	0.02472826814
825	0.02469229491
826	0.02465075096
827	0.02460119726
828	0.02455885819
829	0.02452397677
830	0.02448990308
831	0.02444713849
832	0.02440426993
833	0.02437310987
834	0.02432262765
835	0.02426587563
836	0.02423391032
837	0.0242025699
838	0.02415587104
839	0.02411427491
840	0.02408343097
841	0.0240339173
842	0.02398499988
843	0.02393846942
844	0.02389790828
845	0.02384859429
846	0.02380261051
847	0.02374913325
848	0.02370497511
849	0.02366480387
850	0.02363221195
851	0.02359312609
852	0.02355409614
853	0.02351628341
854	0.02347747789
855	0.02344567513
856	0.02340948078
857	0.02337961184
858	0.02334259267
859	0.02330394539
860	0.02326626356
861	0.02322201574
862	0.02319273962
863	0.02315497449
864	0.02312700788
865	0.0230933722
866	0.02304020981
867	0.02299533664
868	0.02296674318
869	0.02292151863
870	0.02287657958
871	0.02283265219
872	0.02279534674
873	0.02275432782
874	0.02271941604
875	0.02268378776
876	0.02265331785
877	0.02260940783
878	0.02257224477
879	0.0225362895
880	0.02248064733
881	0.02243971538
882	0.02239699513
883	0.02236066529
884	0.02232558026
885	0.02229105568
886	0.02225580725
887	0.02221619974
888	0.02218523862
889	0.02215050671
890	0.0221214227
891	0.02207954614
892	0.02202708739
893	0.02198397553
894	0.02194570301
895	0.02191177675
896	0.02187847137
897	0.02182760258
898	0.02179910147
899	0.02175899091
900	0.02171985714
901	0.02168727444
902	0.02165487958
903	0.02161469234
904	0.02157781205
905	0.02153130497
906	0.02149443811
907	0.02145409978
908	0.02141626257
909	0.02138028359
910	0.02135207833
911	0.02131464466
912	0.02127631699
913	0.02124072616
914	0.02119986879
915	0.0211619254
916	0.02112692468
917	0.02109517346
918	0.0210603199
919	0.02101075254
920	0.02096330475
921	0.02093248658
922	0.02089559802
923	0.02085816814
924	0.02082782601
925	0.02079396714
926	0.02074585832
927	0.02071587452
928	0.02067278873
929	0.02064184843
930	0.02061318402
931	0.0205675506
932	0.02053480885
933	0.02049886355
934	0.0204573263
935	0.0204297851
936	0.02040353402
937	0.02037637326
938	0.02035056147
939	0.02032373003
940	0.02029819373
941	0.02026845646
942	0.02023532276
943	0.02020820077
944	0.02017439325
945	0.02014739312
946	0.0201201717
947	0.02008826643
948	0.02005057728
949	0.02001883324
950	0.01999385054
951	0.01994851858
952	0.01992340367
953	0.01989774092
954	0.0198730802
955	0.01983327404
956	0.01979034793
957	0.01974974285
958	0.01972208078
959	0.0196860594
960	0.01965495542
961	0.01962225343
962	0.01959568626
963	0.01956512334
964	0.01953827534
965	0.01951176424
966	0.01947936111
967	0.01944755369
968	0.01942365
969	0.01939251254
970	0.01936422532
971	0.01932641673
972	0.01928480615
973	0.01924417332
974	0.01921470392
975	0.01919056808
976	0.01916000836
977	0.01913686065
978	0.01911227451
979	0.01907825359
980	0.0190529498
981	0.01902117106
982	0.01898453148
983	0.01895589535
984	0.01891630044
985	0.01888040861
986	0.01885682275
987	0.01881791043
988	0.01878284527
989	0.01874259711
990	0.01871806657
991	0.01868578763
992	0.01865246981
993	0.01862375676
994	0.01859333165
995	0.01855616158
996	0.01852372411
997	0.01849162193
998	0.01846378244
999	0.01843781023
